"국가별",2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"프랑스",2683.8,40875,0.3,559330,668453,63564,9.4,104.1,15609,81.4,2811.1,42593,0.6,570929,676639,63894,9.9,105.0,15685,81.9,2852.2,43011,1.0,571322,670282,64194,10.3,105.5,16143,83.8,2438.2,36638,1.1,496183,563561,64453,10.4,105.6,14984,78.0,2471.3,37037,1.1,488931,559214,64668,10.1,105.8,14413,79.3,2588.7,38685,2.3,525890,612136,64843,9.4,106.9,15505,80.5,2786.5,41526,1.8,570735,667876,64991,9.0,108.8,15387,82.0,2715.5,40380,1.5,559150,647361,65130,8.4,110.0,14450,83.3,2603.0,38625,-8.1,478333,572028,65274,8.0,110.6,-,-
"독일",3527.3,43858,0.4,1401668,1155552,80973,5.4,104.1,42661,82.3,3732.7,46286,0.4,1444913,1181116,81174,5.2,105.7,42645,84.2,3883.9,47960,2.2,1494234,1207209,81450,5.0,106.7,42943,86.2,3356.2,41087,1.5,1326206,1051132,81787,4.6,107.2,42676,87.6,3467.5,42108,2.2,1334343,1055316,82194,4.1,107.7,42080,84.2,3673.5,44443,2.6,1448178,1162898,82658,3.8,109.4,43297,84.4,3961.8,47787,1.3,1560537,1284352,83124,3.4,111.2,42435,87.0,3861.1,46468,0.6,1489430,1233994,83517,3.1,112.9,39667,88.1,3806.1,45724,-4.9,1380378,1170726,83784,3.8,113.4,-,89.8
"그리스",242.1,21915,-7.1,35324,61686,10781,24.4,104.9,1247,55.1,238.5,21749,-2.7,36140,60859,10741,27.5,103.9,1030,59.9,235.3,21602,0.7,35961,61984,10701,26.5,102.6,1022,63.2,195.3,18050,-0.4,28554,46786,10660,24.9,100.8,910,66.8,192.7,17885,-0.5,28151,46810,10615,23.5,99.9,1158,69.1,199.6,18562,1.3,32629,53496,10569,21.5,101.1,1359,69.9,212.1,19766,1.6,39501,63877,10522,19.3,101.7,1467,72.2,205.3,19151,1.9,37911,62520,10473,17.3,101.9,1350,75.7,189.4,17676,-8.2,35170,55695,10423,16.3,100.7,-,78.1
"헝가리",128.5,12951,-1.4,102879,94325,9864,11.0,109.8,1542,70.6,135.4,13688,1.9,107858,99124,9834,10.2,111.7,883,72.6,140.8,14267,4.2,112204,103863,9805,7.7,111.5,1152,75.7,125.1,12707,3.8,100287,90751,9778,6.8,111.4,1675,72.8,128.5,13091,2.1,102981,92181,9753,5.1,111.8,1274,79.3,143.0,14606,4.3,113675,104581,9730,4.2,114.5,1901,76.8,160.4,16411,5.4,123815,117217,9708,3.7,117.7,1989,76.1,163.5,16733,4.6,122059,116516,9685,3.4,121.6,1769,80.4,155.0,15899,-5.0,119412,110442,9660,4.3,125.7,-,84.8
"아이슬란드",14.8,45996,1.1,5063,4771,326,6.0,109.4,-,96.2,16.1,49805,4.6,5001,5020,327,5.4,113.6,-,96.5,17.9,54577,1.7,5091,5379,329,4.9,116.0,-,98.2,17.5,52952,4.4,4768,5310,330,4.0,117.8,-,98.2,20.8,61988,6.3,4490,5696,332,3.0,119.8,-,98.2,24.7,72010,4.2,4904,6972,334,2.7,122.0,-,98.3,26.2,74348,4.7,5612,7688,337,2.7,125.2,-,99.0,24.8,68883,2.6,5238,6616,339,3.5,129.0,-,99.0,21.7,59261,-6.6,4594,5707,341,5.5,132.7,-,-
"아일랜드",225.0,48915,0.1,118794,70576,4608,15.5,104.3,-,76.9,238.5,51577,1.2,116731,73445,4615,13.7,104.8,-,78.2,258.9,55587,8.6,121059,82017,4627,11.9,105.0,-,83.5,291.5,62000,25.2,123361,76977,4652,9.9,104.7,-,83.5,299.6,62994,2.0,130863,81185,4696,8.4,104.7,-,83.5,338.5,70413,9.1,137358,93197,4753,6.7,105.1,-,84.1,386.0,79298,8.5,164794,107669,4819,5.7,105.6,-,87.0,398.6,80779,5.6,169585,100758,4882,5.0,106.6,-,87.0,418.6,83813,3.4,178734,97969,4938,5.6,106.2,-,92.0
"이탈리아",2087.1,35054,-3.0,502407,490647,59879,10.7,105.9,27252,55.8,2141.3,35550,-1.8,520551,480928,60167,12.2,107.2,24093,58.5,2159.1,35518,-0.0,530320,474252,60410,12.7,107.5,23714,55.6,1835.9,30230,0.8,456084,410091,60578,11.9,107.5,21958,58.1,1875.8,30940,1.3,462388,408241,60663,11.7,107.4,23312,61.3,1957.0,32327,1.7,511753,457388,60674,11.2,108.7,24007,63.1,2091.1,34609,0.9,550269,503929,60627,10.6,110.0,24496,74.4,2004.9,33567,0.3,539708,475979,60550,10.0,110.6,23190,76.1,1886.4,31676,-8.9,495092,421828,60462,9.2,110.5,-,-
"라트비아",28.3,13923,4.3,12683,16078,2069,15.1,106.7,805,73.1,30.4,15123,2.3,13317,16781,2045,11.9,106.7,198,75.2,31.3,15714,1.1,13777,17129,2021,10.9,107.4,-,75.8,27.2,13775,4.0,11649,14093,1998,9.9,107.5,-,79.2,28.1,14316,2.4,11607,13737,1974,9.6,107.7,-,79.8,30.4,15643,3.3,13190,16056,1951,8.7,110.9,-,80.1,34.4,17850,4.0,15070,18616,1928,7.4,113.7,-,83.6,34.1,17794,2.0,14510,17809,1907,6.3,116.9,-,86.1,33.5,17620,-3.6,15101,17264,1886,8.1,117.1,-,88.9
"리투아니아",42.9,14368,3.8,29625,31988,3046,13.4,107.3,-,67.2,46.5,15730,3.6,32604,34814,3009,11.8,108.5,-,68.5,48.5,16551,3.5,32346,34389,2971,10.7,108.6,-,72.1,41.4,14258,2.0,25392,28154,2932,9.1,107.6,-,71.4,43.0,14998,2.5,25009,27333,2890,7.9,108.6,-,74.4,47.6,16844,4.3,29900,32258,2845,7.1,112.6,-,77.6,53.7,19167,3.9,33337,36502,2801,6.2,115.7,-,79.7,54.6,19555,4.3,33152,35760,2760,6.3,118.4,-,81.6,55.9,19998,-0.9,32768,33141,2722,8.5,119.8,-,83.1
"룩셈부르크",56.7,106749,-0.4,18878,27325,531,5.1,106.2,2208,91.9,61.7,113625,3.7,18442,26672,543,5.9,108.0,2090,93.8,66.1,118824,4.3,15148,24063,555,5.9,108.7,2193,94.7,57.7,101376,4.3,12948,19571,567,6.7,109.2,2127,96.4,60.7,104278,4.6,13179,19517,579,6.3,109.5,2175,98.1,64.0,107361,1.8,14285,21422,592,5.5,111.4,2172,97.4,70.9,116597,3.1,15701,23546,604,5.6,113.1,2228,97.1,71.1,114685,2.3,14831,22960,616,5.6,115.1,2119,97.1,73.3,115874,-1.3,13646,20930,626,6.8,116.0,-,98.8
"네덜란드",839.0,50073,-1.0,552581,500654,16792,5.8,104.9,6879,92.9,876.9,52184,-0.1,575168,513101,16844,7.2,107.5,6713,94.0,891.0,52830,1.4,575720,508207,16893,7.4,108.5,6964,91.7,765.3,45175,2.0,464700,412694,16938,6.9,109.2,6995,91.7,783.5,46008,2.2,468172,408049,16981,6.0,109.5,6917,90.4,831.8,48555,2.9,527910,461906,17021,4.8,111.0,6781,93.2,913.6,53019,2.4,587895,521037,17060,3.8,112.9,6813,91.9,907.1,52295,1.7,576786,514851,17097,3.4,115.9,6657,93.3,912.2,52304,-3.7,551303,484785,17135,3.8,117.4,-,91.3
"노르웨이",509.5,101524,2.7,160953,87308,5014,3.1,102.0,700,94.6,522.8,102913,1.0,156022,89808,5079,3.4,104.2,605,95.1,498.4,97019,2.0,144677,89460,5142,3.5,106.3,600,96.3,385.8,74356,2.0,103809,76388,5200,4.3,108.6,590,96.8,368.8,70461,1.1,89507,75002,5251,4.7,112.4,620,97.3,398.4,75497,2.3,104448,82876,5296,4.2,114.6,603,96.4,437.0,82268,1.1,123036,87431,5338,3.8,117.7,575,96.5,405.5,75826,0.9,104004,86152,5379,3.7,120.3,621,98.0,362.0,67294,-0.8,82743,81352,5421,4.4,121.8,-,97.0
"폴란드",498.5,13097,1.3,185474,199235,38227,10.1,108.0,8366,62.3,521.0,13696,1.1,205065,207701,38158,10.3,109.0,7950,62.8,542.5,14271,3.4,220061,223564,38091,9.0,109.1,8558,66.6,477.8,12578,4.2,199202,196548,38034,7.5,108.1,9198,68.0,472.6,12447,3.1,203936,199623,37989,6.2,107.4,9001,73.3,526.5,13865,4.8,234253,233704,37953,4.9,109.6,10332,76.0,587.4,15468,5.4,263494,268880,37922,3.9,111.6,10167,77.5,595.9,15695,4.5,266574,265260,37888,3.3,114.1,8956,80.4,594.2,15656,-2.7,270939,257064,37847,3.2,118.0,-,86.8
"포르투갈",216.2,20565,-4.1,58115,72488,10526,15.5,106.5,1960,60.3,226.4,21647,-0.9,62797,75727,10473,16.2,106.8,2050,62.1,229.6,22074,0.8,63833,78390,10418,13.9,106.5,2070,64.6,199.3,19242,1.8,55047,66914,10368,12.4,107.0,2030,68.6,206.3,19978,2.0,55354,67754,10326,11.1,107.7,2010,70.4,220.8,21437,3.5,62129,78762,10289,8.9,109.2,2076,73.8,242.2,23551,2.8,68361,89060,10256,7.0,110.3,2215,74.7,239.5,23285,2.5,67064,89539,10226,6.5,110.6,2033,75.3,231.3,22440,-7.6,61510,77515,10197,6.8,110.6,-,78.3
"슬로바키아",94.5,17482,1.9,74832,79964,5415,14.0,107.7,4403,76.7,98.8,18260,0.7,79136,85193,5422,14.2,109.2,4511,77.9,101.2,18674,2.6,79385,85766,5429,13.2,109.1,4705,80.0,88.5,16311,4.8,71454,74971,5436,11.5,108.7,4562,77.6,89.7,16509,2.1,73245,77003,5442,9.7,108.2,4808,80.5,95.2,17504,3.0,80013,83486,5448,8.1,109.6,4974,81.6,105.5,19365,3.7,90678,93434,5453,6.5,112.3,5225,80.4,105.1,19273,2.5,88736,89929,5457,5.8,115.3,4200,82.9,104.6,19157,-4.8,83272,86476,5460,6.7,117.6,-,89.9
"슬로베니아",46.6,22643,-2.6,27080,28392,2058,8.8,104.4,632,68.3,48.4,23497,-1.0,28629,29380,2063,10.1,106.3,618,72.7,49.9,24215,2.8,30522,30052,2067,9.7,106.5,615,71.6,43.1,20882,2.2,26587,25876,2071,9.0,105.9,604,73.1,44.7,21664,3.2,27658,26695,2074,8.0,105.9,613,75.5,48.5,23455,4.8,31894,31154,2076,6.6,107.4,648,78.9,54.1,26103,4.4,36488,36273,2078,5.1,109.3,654,79.7,54.2,25941,3.2,37543,37575,2079,4.5,111.1,623,83.1,52.9,25180,-5.5,34300,32965,2079,5.0,111.0,-,86.6
"스페인",1324.8,28324,-3.0,286225,325844,47063,24.8,105.7,13639,69.8,1354.8,29060,-1.4,311633,333928,46931,26.1,107.2,14252,71.6,1369.4,29462,1.4,323850,359132,46778,24.4,107.0,14249,76.2,1195.1,25732,3.8,282330,312583,46672,22.1,106.5,14845,78.7,1232.1,26505,3.0,287213,310615,46634,19.6,106.3,13616,80.6,1309.3,28101,3.0,319442,351023,46647,17.2,108.4,14441,84.6,1421.5,30375,2.4,345315,388721,46693,15.3,110.2,14320,86.1,1393.5,29565,2.0,332965,372424,46737,14.1,111.0,13588,90.7,1281.2,27057,-10.8,306752,325193,46755,15.5,110.6,-,93.2
"스웨덴",552.5,58038,-0.6,173163,164519,9543,8.0,103.9,4326,93.2,586.8,61127,1.2,167657,161114,9618,8.1,103.8,4404,94.8,582.0,60020,2.7,164733,161976,9692,8.0,103.6,4539,92.5,505.1,51545,4.5,140090,137980,9765,7.4,103.6,4557,90.6,515.7,51965,2.1,138849,139997,9836,7.0,104.6,4817,89.7,541.0,53792,2.6,152954,153863,9905,6.7,106.5,4926,93.0,555.5,54589,2.0,166766,169405,9972,6.4,108.6,4654,89.2,531.3,51687,1.4,161089,158835,10036,6.8,110.5,4721,94.5,537.6,51926,-2.8,154297,148940,10099,8.3,111.1,-,94.5
"스위스",692.1,86548,1.2,312464,295961,8008,4.5,99.5,1450,85.2,712.7,88109,1.8,357851,321509,8109,4.8,99.3,1530,86.3,734.4,89685,2.4,311203,275742,8206,4.8,99.3,1475,87.4,702.1,84776,1.7,289820,253110,8297,4.8,98.2,1475,87.5,695.6,83073,2.0,302849,270068,8380,4.9,97.7,1500,89.1,704.5,83352,1.6,299559,269796,8456,4.8,98.3,1450,89.7,735.9,86430,3.0,310836,279600,8526,4.7,99.2,1500,91.8,731.5,85300,1.1,313913,277810,8591,4.4,99.5,1500,93.1,748.0,86602,-2.9,319226,291721,8655,4.8,98.8,-,-
"영국",2704.0,42449,1.4,467941,638419,64525,7.9,106.5,9579,87.5,2783.3,43401,2.2,470119,646342,64984,7.5,109.0,11858,89.8,3065.5,47452,2.9,473968,673186,65423,6.1,110.6,12120,91.6,2932.8,45039,2.4,427194,609711,65860,5.3,111.0,10907,92.0,2693.2,41048,1.7,394678,576539,66298,4.8,112.1,7635,94.8,2662.5,40305,1.7,422275,603489,66727,4.3,114.9,7491,90.4,2857.3,42993,1.3,453837,644517,67142,4.0,117.6,7268,90.7,2830.8,42354,1.4,443715,622640,67530,3.7,119.6,7218,92.5,2707.7,40285,-9.8,381130,543961,67886,-,120.8,-,94.8
"오세아니아",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"오스트레일리아",1546.2,68012,3.9,256413,260603,22904,5.2,105.1,4893,79.0,1576.2,68150,2.6,252643,234275,23255,5.7,107.7,4688,83.5,1467.5,62511,2.5,239975,214141,23596,6.1,110.4,4607,84.0,1351.7,56756,2.2,187742,156872,23932,6.1,112.0,4925,84.6,1208.8,49971,2.8,192489,146161,24263,5.7,113.5,5259,86.5,1329.2,54028,2.3,231072,175698,24585,5.6,115.7,5328,86.5,1432.9,57355,2.9,257174,176018,24898,5.3,117.9,5689,-,1396.6,55057,2.2,271006,154043,25203,5.2,119.8,5493,-,1330.9,51812,-0.3,250570,146522,25500,6.5,120.8,-,-
"뉴질랜드",176.2,39973,2.2,37301,38253,4468,6.9,105.1,912,81.6,190.9,42977,2.7,39445,39641,4519,5.8,106.3,900,82.8,201.3,44573,3.8,41623,42519,4568,5.4,107.6,859,85.5,178.1,38631,3.7,34354,36550,4615,5.4,107.9,793,88.2,188.9,40080,3.7,33740,36063,4659,5.2,108.6,577,88.5,207.0,42993,3.6,38063,40115,4702,4.7,110.7,657,90.8,212.2,43306,3.2,39673,43790,4743,4.3,112.4,652,-,209.1,41999,1.6,39516,42362,4783,4.1,114.2,667,-,212.5,41792,1.0,38897,37135,4822,4.6,116.2,-,-
"OECD",-,-,-,-,-,1307995,-,-,508354,-,-,-,-,-,-,1316234,-,-,502143,-,-,-,-,-,-,1324447,-,-,511567,-,-,-,-,-,-,1332584,-,-,488485,-,-,-,-,-,-,1340676,-,-,485500,-,-,-,-,-,-,1348646,-,-,503585,-,-,-,-,-,-,1356461,-,-,508622,-,-,-,-,-,-,1363587,-,-,518057,-,-,-,-,-,-,1369960,-,-,-,-
